TIMESTAMP,Air_Temp_HS_Avg,Rel Humidity_Avg,Vapor_Pressure_Avg,WS_ms_Avg,WS_ms_Std,WS_ms_Max,WS_ms_TMx,WS3_Avg,Therm Temp1_Avg,WTemp_C1_Avg,Therm Temp2_Avg,Therm Temp3_Avg,Therm Temp4_Avg,WTemp_C2_Avg,Therm Temp5_Avg,Therm Temp6_Avg,WTemp_C3_Avg,O2_sat1_Avg,O2_sat2_Avg,O2_sat3_Avg,O2_conc1_Avg,O2_conc2_Avg,O2_conc3_Avg
07/06/2023 05:40:00,21.77483,85.64091,2.232504,5.638,0.169,5.925,07/06/2023 07:39:00,179.6534,24.59818,24.42906,24.67331,24.6735,24.62362,24.45517,24.65012,24.81851,24.43674,100.8464,100.5622,101.0282,8.421353,8.39355,8.435333
07/06/2023 05:35:00,21.63235,85.49529,2.209392,5.86,0.47,6.475,07/06/2023 07:30:30,205.0787,24.59729,24.42768,24.67003,24.67247,24.62313,24.45786,24.65304,24.82154,24.43818,100.9346,100.5205,101.1961,8.428933,8.389645,8.449121
07/06/2023 05:30:00,21.66701,85.63117,2.217567,5.845,0.475,6.475,07/06/2023 07:30:00,203.6026,24.60174,24.43225,24.67554,24.67816,24.62876,24.459,24.65507,24.82099,24.44225,101.015,100.7844,101.2241,8.434934,8.411498,8.450824
07/06/2023 05:25:00,21.53365,85.59242,2.198551,5.68,0.257,6.075,07/06/2023 07:22:30,184.375,24.59849,24.4301,24.67538,24.67716,24.62757,24.46146,24.65955,24.82572,24.44373,101.0433,100.6828,101.3254,8.43763,8.402636,8.459042
07/06/2023 05:20:00,21.61362,85.66316,2.211183,5.44,0.371,6.175,07/06/2023 07:17:00,163.2666,24.61099,24.44027,24.68282,24.68485,24.6361,24.46124,24.66268,24.82749,24.45033,101.16,100.5974,101.429,8.445784,8.39554,8.466658
07/06/2023 05:15:00,21.46906,85.26112,2.181445,5.553,0.526,6.425,07/06/2023 07:11:00,175.8463,24.60924,24.44396,24.68694,24.68923,24.63936,24.46451,24.66242,24.82739,24.45186,101.1839,100.6836,101.4543,8.447192,8.402225,8.46853
07/06/2023 05:10:00,21.52847,85.29171,2.190166,5.892,0.343,6.3,07/06/2023 07:08:30,206.664,24.60593,24.43826,24.68046,24.67972,24.62914,24.46947,24.66084,24.82762,24.44478,101.2083,100.7063,101.458,8.450125,8.403342,8.46995
07/06/2023 05:05:00,21.53688,85.23177,2.189719,6.335,0.354,6.85,07/06/2023 07:03:00,256.6301,24.60929,24.43734,24.68017,24.68189,24.63255,24.47214,24.66695,24.83052,24.44786,101.2518,100.7927,101.503,8.453905,8.410136,8.473219
07/06/2023 05:00:00,21.59511,85.1076,2.194312,6.487,0.237,6.725,07/06/2023 07:00:00,274.1414,24.61317,24.43988,24.68384,24.68625,24.63638,24.47326,24.67059,24.83066,24.45209,101.2151,100.7219,101.4929,8.450438,8.404055,8.471713
07/06/2023 04:45:00,21.63668,84.36396,2.180705,5.867,0.298,6.675,07/06/2023 06:45:00,203.6129,24.62676,24.45728,24.70008,24.70032,24.65165,24.47966,24.67938,24.84285,24.46491,101.3315,100.6537,101.5471,8.457431,8.397365,8.474223
07/06/2023 04:40:00,21.64804,84.32709,2.18131,5.645,0.464,6.55,07/06/2023 06:36:00,183.626,24.62859,24.46237,24.70297,24.70252,24.65326,24.48231,24.682,24.84299,24.46865,101.4025,100.3943,101.5876,8.462556,8.375315,8.477011
07/06/2023 04:35:00,21.63163,84.28063,2.177907,5.94,0.41,6.6,07/06/2023 06:32:30,212.5349,24.63204,24.46319,24.70594,24.70601,24.65555,24.48229,24.68373,24.84176,24.46935,101.3345,100.386,101.4113,8.456751,8.374624,8.462193
07/06/2023 04:30:00,21.59239,84.22342,2.171169,5.898,0.312,6.25,07/06/2023 06:26:30,206.8219,24.63177,24.46438,24.70856,24.71183,24.66199,24.48397,24.68848,24.84425,24.47522,101.1972,101.0239,101.3089,8.445102,8.42758,8.452727
07/06/2023 04:25:00,21.60846,84.29195,2.175101,5.912,0.351,6.725,07/06/2023 06:23:30,208.9145,24.63465,24.46677,24.71072,24.71171,24.66115,24.48564,24.68543,24.84194,24.47515,101.514,100.9556,101.6443,8.47117,8.421619,8.480722
07/06/2023 04:20:00,21.5923,84.35561,2.17456,5.672,0.443,6.35,07/06/2023 06:19:00,185.8486,24.62739,24.45904,24.70213,24.71045,24.66085,24.49002,24.68922,24.84434,24.47498,101.5262,101.0079,101.8273,8.473397,8.425302,8.496017
07/06/2023 04:15:00,21.5793,84.22401,2.169437,5.892,0.25,6.325,07/06/2023 06:13:30,205.7022,24.63711,24.46929,24.71148,24.71453,24.66632,24.49144,24.69176,24.84669,24.48114,101.6587,101.1903,101.681,8.482841,8.440289,8.48284
07/06/2023 04:10:00,21.56223,83.949,2.160136,5.967,0.263,6.35,07/06/2023 06:06:00,213.7465,24.63773,24.46819,24.70865,24.70958,24.66544,24.49207,24.68698,24.8459,24.4796,101.7849,101.6489,101.912,8.493544,8.478444,8.502357
07/06/2023 04:05:00,21.62586,83.91041,2.167563,5.645,0.321,6.3,07/06/2023 06:01:00,181.6563,24.6383,24.46815,24.70906,24.7101,24.66111,24.49743,24.69416,24.85129,24.47754,101.9482,101.5777,102.1465,8.507185,8.471661,8.522245
07/06/2023 04:00:00,21.56742,83.71254,2.154694,5.7,0.05,5.75,07/06/2023 06:00:00,185.2357,24.64282,24.47015,24.71126,24.71327,24.66261,24.49852,24.70041,24.85757,24.47984,102.0532,100.8726,102.1508,8.515629,8.412682,8.52224
07/06/2023 03:45:00,21.90165,81.14391,2.13173,5.303,0.334,6,07/06/2023 05:44:30,150.8779,24.65072,24.47948,24.72215,24.72248,24.67255,24.503,24.70382,24.86314,24.48769,102.434,101.9039,102.6988,8.545923,8.49799,8.56671
07/06/2023 03:40:00,21.92635,79.87099,2.101534,5.17,0.42,5.85,07/06/2023 05:40:00,140.9194,24.65875,24.48829,24.72979,24.7306,24.68026,24.50753,24.70895,24.8621,24.49354,102.4045,101.5422,102.5676,8.542063,8.467116,8.55484
07/06/2023 03:35:00,21.85702,80.13828,2.099577,5.533,0.331,6.025,07/06/2023 05:31:00,171.161,24.66059,24.49054,24.73244,24.73517,24.68652,24.51484,24.71476,24.87041,24.50128,102.3212,99.85657,102.0271,8.534761,8.325426,8.508533
07/06/2023 03:30:00,21.87026,81.31374,2.132099,5.685,0.398,6.275,07/06/2023 05:28:00,186.45,24.66529,24.49477,24.73584,24.73594,24.68876,24.51765,24.71706,24.87114,24.50402,102.4666,100.8622,102.3234,8.546213,8.408834,8.532811
07/06/2023 03:25:00,21.78966,80.56718,2.102114,5.875,0.211,6.225,07/06/2023 05:21:00,203.5652,24.66827,24.49678,24.73783,24.73795,24.68911,24.52015,24.71668,24.87179,24.50221,102.6155,101.7566,102.6315,8.558314,8.483,8.558785
07/06/2023 03:20:00,21.88542,81.21465,2.131468,5.965,0.254,6.525,07/06/2023 05:18:30,213.4052,24.66628,24.49303,24.73743,24.73986,24.69101,24.52053,24.71837,24.87384,24.50559,102.6515,102.0229,102.8452,8.561914,8.50514,8.576074
07/06/2023 03:15:00,21.91545,81.17192,2.134316,5.647,0.243,5.95,07/06/2023 05:11:00,181.118,24.67198,24.50137,24.74352,24.74501,24.69538,24.52094,24.72001,24.87694,24.50735,102.6633,101.6711,102.6748,8.561573,8.475748,8.561582
07/06/2023 03:10:00,21.91493,81.19682,2.134902,5.457,0.249,5.875,07/06/2023 05:06:00,163.5643,24.67055,24.5025,24.74444,24.74781,24.69797,24.52522,24.72443,24.87999,24.51073,102.773,100.4273,102.9115,8.570543,8.3714,8.580781
07/06/2023 03:05:00,21.91471,82.03226,2.156791,5.405,0.446,6.175,07/06/2023 05:04:30,161.1113,24.66771,24.49617,24.73763,24.74101,24.69414,24.53055,24.7279,24.88702,24.5113,102.8347,101.0061,103.1866,8.576696,8.418811,8.60363
07/06/2023 03:00:00,21.95017,82.00901,2.16081,5.137,0.087,5.225,07/06/2023 04:59:30,135.7167,24.66888,24.4949,24.73772,24.75084,24.70332,24.53138,24.72783,24.88637,24.51667,102.8525,101.7996,103.2728,8.578378,8.48482,8.609961
07/06/2023 02:45:00,21.793,80.18062,2.092549,5.013,0.381,5.525,07/06/2023 04:45:00,128.0842,24.68744,24.51937,24.76026,24.76012,24.70962,24.53922,24.73746,24.89402,24.52332,103.0897,102.4494,103.1041,8.594261,8.537744,8.594834
07/06/2023 02:40:00,21.84067,80.84475,2.115999,4.63,0.298,5.125,07/06/2023 04:35:30,100.492,24.68868,24.51882,24.75821,24.75755,24.70838,24.53891,24.7388,24.89828,24.52359,103.1161,102.6773,103.1491,8.596546,8.556783,8.598539
07/06/2023 02:35:00,21.83987,80.95671,2.118787,4.797,0.495,5.875,07/06/2023 04:35:00,114.0203,24.68226,24.51439,24.7559,24.75652,24.70633,24.54003,24.73493,24.90181,24.5232,103.078,102.8261,103.1822,8.594078,8.568998,8.601359
07/06/2023 02:30:00,21.83078,80.37852,2.102472,4.437,0.356,5.1,07/06/2023 04:27:30,89.0673,24.68744,24.51954,24.7614,24.76389,24.71295,24.54202,24.74146,24.9038,24.52846,103.0611,102.4527,103.302,8.591856,8.537573,8.610513
07/06/2023 02:25:00,21.82555,80.46211,2.104076,4.273,0.399,4.9,07/06/2023 04:22:00,80.03561,24.68966,24.51909,24.76055,24.76587,24.71668,24.54507,24.74414,24.90428,24.53076,103.045,102.554,103.2009,8.590584,8.54553,8.601713
07/06/2023 02:20:00,21.75449,80.89595,2.106226,4.44,0.215,4.725,07/06/2023 04:16:00,88.14023,24.69014,24.51959,24.76025,24.76084,24.71183,24.54875,24.74953,24.91197,24.53292,103.06,101.8789,103.2503,8.591752,8.488695,8.605483
07/06/2023 02:15:00,21.83095,80.96938,2.11795,4.072,0.235,4.35,07/06/2023 04:14:00,68.2143,24.69281,24.51882,24.7623,24.76478,24.71728,24.55359,24.74953,24.91378,24.53424,103.2296,100.4262,103.3279,8.606009,8.366899,8.611746
07/06/2023 02:10:00,21.90997,80.08498,2.104976,3.777,0.278,4.175,07/06/2023 04:06:30,54.77795,24.69639,24.52502,24.76764,24.77106,24.722,24.55669,24.75333,24.91654,24.53652,103.4413,101.1184,103.6904,8.622674,8.424088,8.641593
07/06/2023 02:05:00,21.72684,78.92368,2.051343,3.862,0.354,4.425,07/06/2023 04:00:30,59.07368,24.7013,24.53024,24.7735,24.77641,24.725,24.55772,24.75321,24.91879,24.54001,103.8245,100.9737,103.842,8.653778,8.411871,8.653666
07/06/2023 02:00:00,21.75558,79.98878,2.08269,4.3,0.075,4.375,07/06/2023 04:00:00,79.57956,24.70958,24.53641,24.77817,24.77943,24.72905,24.55919,24.7558,24.91808,24.54413,104.0492,100.4666,104.1652,8.671509,8.369402,8.679937
07/06/2023 01:45:00,21.8069,81.11621,2.118703,3.39,0.286,3.925,07/06/2023 03:43:30,39.79845,24.71124,24.54183,24.78446,24.78646,24.73564,24.56439,24.76203,24.92887,24.5503,104.0397,101.1137,103.9609,8.669852,8.422496,8.661924
07/06/2023 01:40:00,21.75554,80.59364,2.098423,3.757,0.314,4.225,07/06/2023 03:37:30,54.14335,24.71103,24.54522,24.78714,24.7874,24.73806,24.5635,24.76463,24.9305,24.55222,104.2761,100.0371,103.5385,8.689001,8.332949,8.626419
07/06/2023 01:35:00,21.71906,80.74566,2.097748,3.665,0.375,4.225,07/06/2023 03:31:30,50.77248,24.71664,24.54802,24.78806,24.78718,24.73714,24.56129,24.76589,24.93113,24.55319,104.2526,98.85561,104.0986,8.686593,8.234874,8.672929
07/06/2023 01:30:00,21.78546,80.99521,2.112756,3.495,0.455,4.1,07/06/2023 03:28:30,44.88052,24.70993,24.54298,24.78383,24.78762,24.7365,24.55939,24.76726,24.93196,24.55147,104.3873,98.59129,104.7229,8.698627,8.213141,8.725225
07/06/2023 01:25:00,21.77871,80.48983,2.098702,3.69,0.374,4.225,07/06/2023 03:23:00,51.75401,24.70472,24.53685,24.77691,24.77983,24.73383,24.56717,24.7688,24.93379,24.55378,104.639,103.5237,104.8053,8.720594,8.622797,8.731714
07/06/2023 01:20:00,21.88203,81.48493,2.138115,3.62,0.521,4.225,07/06/2023 03:19:00,50.33152,24.72078,24.54914,24.7902,24.79148,24.7419,24.56542,24.76903,24.93375,24.5568,104.8651,102.7735,104.904,8.737446,8.56059,8.739443
07/06/2023 01:15:00,21.84287,81.20253,2.125616,3.575,0.291,3.925,07/06/2023 03:14:30,46.58066,24.72399,24.5528,24.79354,24.79345,24.7426,24.55851,24.76865,24.93274,24.55496,104.463,98.97884,104.6869,8.703352,8.245563,8.721656
07/06/2023 01:10:00,21.80704,80.68406,2.107455,3.663,0.271,4.075,07/06/2023 03:07:00,49.9284,24.72622,24.55564,24.79627,24.79758,24.74687,24.56154,24.77234,24.9329,24.56131,104.5749,97.90541,103.9302,8.712217,8.15568,8.657593
07/06/2023 01:05:00,21.852,81.05187,2.122877,3.78,0.239,4.15,07/06/2023 03:01:00,54.66083,24.72445,24.55387,24.79722,24.79939,24.74982,24.56819,24.77748,24.93674,24.56432,104.9523,99.23997,104.5288,8.743943,8.265829,8.706979
07/06/2023 01:00:00,21.82269,80.83662,2.113423,3.325,0.05,3.375,07/06/2023 03:00:00,36.78488,24.72377,24.55086,24.79639,24.80013,24.75133,24.57005,24.77977,24.93443,24.56611,105.0581,101.0602,105.2374,8.753251,8.417152,8.765708
07/06/2023 00:45:00,21.7719,80.48431,2.097708,4.565,0.576,5.7,07/06/2023 02:42:00,99.71477,24.72798,24.55835,24.80128,24.8048,24.75566,24.57132,24.78461,24.94102,24.5713,105.8755,101.3795,106.019,8.820124,8.443542,8.829962
07/06/2023 00:40:00,21.7655,80.79006,2.104831,4.415,0.202,4.7,07/06/2023 02:38:30,86.59364,24.73264,24.56335,24.80637,24.80492,24.75515,24.57805,24.78616,24.94101,24.57273,106.0329,102.3608,106.0892,8.832417,8.524202,8.835573
07/06/2023 00:35:00,21.80735,80.72527,2.108607,4.497,0.584,5.325,07/06/2023 02:35:00,95.55343,24.73861,24.56993,24.80861,24.80863,24.75897,24.56405,24.78594,24.94,24.57572,106.123,98.07854,106.1875,8.83885,8.169724,8.84327
07/06/2023 00:30:00,21.82058,80.92615,2.115497,5.042,0.367,5.575,07/06/2023 02:27:00,130.2298,24.74622,24.57691,24.81635,24.81594,24.76527,24.55936,24.79113,24.94368,24.58001,106.1116,97.25031,106.2572,8.836752,8.101424,8.848373
07/06/2023 00:25:00,21.82664,81.16376,2.122496,5.175,0.237,5.6,07/06/2023 02:23:30,139.4668,24.74317,24.57372,24.81388,24.81391,24.76581,24.54696,24.8005,24.94964,24.58473,106.1681,93.70046,106.1767,8.841989,7.807505,8.840899
07/06/2023 00:20:00,21.83241,80.98782,2.118639,5.767,0.386,6.3,07/06/2023 02:17:30,194.4272,24.74249,24.57392,24.81461,24.81647,24.7706,24.53433,24.80086,24.95459,24.59133,106.2199,92.27143,106.1862,8.846263,7.690236,8.840609
07/06/2023 00:15:00,21.85345,81.34049,2.130608,5.717,0.308,6.2,07/06/2023 02:14:00,188.5336,24.74607,24.57674,24.81711,24.82064,24.77078,24.54025,24.80166,24.95069,24.58981,106.3328,93.09384,106.2469,8.855203,7.757932,8.845907
07/06/2023 00:10:00,21.87345,82.15051,2.154448,5.962,0.356,6.475,07/06/2023 02:06:00,214.2312,24.74854,24.57791,24.81872,24.82267,24.77555,24.54999,24.80532,24.95731,24.5924,106.5616,95.39427,106.3111,8.874065,7.94819,8.850831
07/06/2023 00:05:00,21.84333,81.31381,2.128619,5.742,0.335,6.15,07/06/2023 02:02:30,191.2778,24.75363,24.5836,24.82594,24.82684,24.77835,24.55756,24.80848,24.96493,24.59742,106.6747,96.76265,106.7137,8.88255,8.061067,8.883523
07/06/2023 00:00:00,21.94024,81.1247,2.136204,5.7,0.05,5.75,07/06/2023 02:00:00,185.2357,24.75734,24.58694,24.82616,24.82629,24.77859,24.55263,24.81104,24.96758,24.59706,106.6874,95.64895,106.6645,8.883057,7.969032,8.879482
06/06/2023 23:45:00,21.79263,81.90166,2.137382,5.145,0.3,5.55,07/06/2023 01:42:00,137.5764,24.76694,24.59738,24.83433,24.83342,24.78559,24.56807,24.81527,24.97326,24.60328,107.103,99.3777,106.981,8.915932,8.277313,8.9048
06/06/2023 23:40:00,21.9474,82.63171,2.176882,5.165,0.367,5.75,07/06/2023 01:36:00,139.8862,24.76828,24.60022,24.83979,24.84127,24.79388,24.55445,24.81957,24.97772,24.61109,107.1506,97.10304,107.0376,8.919428,8.089877,8.908228
06/06/2023 23:35:00,21.81494,81.92743,2.140911,5.455,0.386,6.125,07/06/2023 01:32:00,164.7657,24.76973,24.59914,24.83998,24.84121,24.79241,24.56613,24.82307,24.97864,24.61106,107.2107,98.90163,107.0265,8.924606,8.237958,8.90731
06/06/2023 23:30:00,21.90709,82.26109,2.161798,5.7,0.362,6.175,07/06/2023 01:27:00,187.3913,24.77463,24.60466,24.84511,24.84534,24.79775,24.55658,24.82699,24.99125,24.61513,107.3218,98.10188,107.1206,8.932939,8.172793,8.91447
06/06/2023 23:25:00,21.93358,82.54333,2.172709,5.915,0.404,6.725,07/06/2023 01:22:00,209.86,24.77629,24.60537,24.84772,24.8474,24.80017,24.54177,24.83294,24.99424,24.62053,107.448,97.06697,107.2686,8.943331,8.088797,8.925892
06/06/2023 23:20:00,21.88823,82.35503,2.161768,5.558,0.373,6.175,07/06/2023 01:20:00,173.9743,24.78028,24.61116,24.85403,24.85602,24.8063,24.53821,24.8322,24.99801,24.62201,107.5049,96.41106,107.3282,8.947103,8.034674,8.930607
06/06/2023 23:15:00,21.86961,82.58565,2.165353,6.045,0.372,6.75,07/06/2023 01:11:30,223.4182,24.77717,24.60641,24.84864,24.84981,24.80023,24.5074,24.83347,25.00234,24.61859,107.4528,95.03693,107.3297,8.943557,7.92468,8.931296
06/06/2023 23:10:00,21.85507,82.34975,2.157296,6.64,0.251,7.175,07/06/2023 01:09:30,294.0162,24.78172,24.61068,24.85151,24.85226,24.80435,24.52119,24.83636,25.00473,24.62381,107.5459,96.82906,107.4044,8.950597,8.072054,8.936645
06/06/2023 23:05:00,21.85828,82.52396,2.162222,6.808,0.353,7.55,07/06/2023 01:00:30,318.0367,24.78289,24.6118,24.85365,24.85476,24.80577,24.55575,24.83482,25.00502,24.62264,107.6095,99.79511,107.4669,8.955709,8.313987,8.942039
06/06/2023 23:00:00,21.97397,82.20437,2.16915,7.325,0.175,7.5,07/06/2023 01:00:00,393.7004,24.78409,24.60981,24.85385,24.8537,24.80405,24.5594,24.83775,25.0076,24.62381,107.627,100.6293,107.503,8.957489,8.382911,8.944847
06/06/2023 22:45:00,21.84981,82.74897,2.167043,6.058,0.42,6.75,07/06/2023 00:43:30,225.4904,24.79903,24.62812,24.86868,24.86896,24.82145,24.49623,24.85344,25.01857,24.63964,107.8297,96.97916,107.6559,8.97132,8.088268,8.954945
06/06/2023 22:40:00,21.82656,82.69888,2.162647,5.908,0.353,6.45,07/06/2023 00:39:30,208.3832,24.80407,24.6326,24.87201,24.86886,24.82538,24.48249,24.85804,25.02404,24.64504,107.8925,96.31541,107.7034,8.975798,8.035005,8.958
06/06/2023 22:35:00,21.78698,82.52637,2.152896,5.737,0.217,6.2,07/06/2023 00:30:30,189.6872,24.80519,24.63462,24.87468,24.87637,24.82635,24.48671,24.86161,25.02447,24.65032,107.908,97.72781,107.7443,8.976755,8.152178,8.960527
06/06/2023 22:30:00,21.84448,82.37518,2.156563,5.812,0.194,6.175,07/06/2023 00:28:00,197.0337,24.80161,24.63049,24.87244,24.87826,24.83295,24.55912,24.85962,25.0228,24.65159,107.9284,101.9786,107.7642,8.979139,8.495329,8.961971
06/06/2023 22:25:00,21.84427,82.49479,2.159695,5.715,0.465,6.325,07/06/2023 00:22:00,190.373,24.80786,24.63716,24.87889,24.87706,24.82897,24.51818,24.8648,25.02751,24.64983,107.9733,99.19848,107.7808,8.981759,8.27002,8.963643
06/06/2023 22:20:00,21.83144,82.83404,2.166818,5.487,0.221,5.825,07/06/2023 00:16:30,166.0438,24.81763,24.64685,24.88683,24.88918,24.84019,24.49835,24.86447,25.02953,24.65601,108.0524,98.17429,107.8913,8.986726,8.187665,8.971807
06/06/2023 22:15:00,21.88515,82.79481,2.172874,5.79,0.494,6.575,07/06/2023 00:11:00,198.3359,24.81879,24.64849,24.88922,24.89006,24.83761,24.53014,24.87017,25.03453,24.65786,108.1279,100.08,107.9132,8.992738,8.341678,8.973318
06/06/2023 22:10:00,21.85818,82.40614,2.159168,5.615,0.445,6.3,07/06/2023 00:10:00,180.3784,24.81956,24.64777,24.88929,24.89154,24.8436,24.50364,24.87397,25.03858,24.6632,108.1897,99.35177,107.9592,8.997992,8.285062,8.976262
06/06/2023 22:05:00,21.79829,81.92323,2.138629,5.527,0.422,6.2,07/06/2023 00:05:00,171.8209,24.82531,24.65456,24.8977,24.89848,24.84727,24.49086,24.87155,25.03525,24.66385,108.3046,99.40148,108.043,9.006418,8.291168,8.983117
06/06/2023 22:00:00,21.82166,81.81291,2.1388,5.287,0.312,5.6,06/06/2023 23:59:30,149.3752,24.82669,24.65882,24.89861,24.89818,24.8454,24.47455,24.87439,25.04111,24.66022,108.3166,99.53893,107.9742,9.006703,8.305149,8.977998
06/06/2023 21:45:00,21.8721,82.4659,2.162558,6.037,0.44,6.7,06/06/2023 23:42:00,223.5717,24.84344,24.6768,24.91714,24.91747,24.86889,24.48634,24.89338,25.04674,24.6862,108.4546,102.1925,108.1861,9.015179,8.524679,8.9913
06/06/2023 21:40:00,21.88833,82.65778,2.169785,5.995,0.324,6.525,06/06/2023 23:40:00,217.3544,24.84578,24.67756,24.91753,24.9195,24.87066,24.46566,24.89365,25.05442,24.68959,108.512,101.1685,108.1942,9.019825,8.442509,8.99141
06/06/2023 21:35:00,21.894,82.40157,2.163744,5.985,0.559,6.875,06/06/2023 23:32:00,220.0074,24.84997,24.68138,24.92276,24.92336,24.87471,24.45996,24.89853,25.05629,24.69222,108.5767,101.6391,108.2812,9.024564,8.482676,8.998196
06/06/2023 21:30:00,21.95145,82.70787,2.179431,5.857,0.347,6.35,06/06/2023 23:27:30,203.0931,24.85421,24.68594,24.92576,24.92644,24.87646,24.46347,24.90219,25.06027,24.69338,108.5298,102.3504,108.2241,9.019905,8.54149,8.993257
06/06/2023 21:25:00,21.91143,82.32016,2.163903,5.69,0.421,6.325,06/06/2023 23:25:00,187.1321,24.85158,24.6831,24.92076,24.92267,24.87574,24.46621,24.90665,25.06806,24.69598,108.4738,102.6567,108.2332,9.015721,8.566607,8.993587
06/06/2023 21:20:00,21.88595,82.02715,2.152845,5.815,0.437,6.425,06/06/2023 23:17:00,199.9615,24.85392,24.68591,24.92552,24.9249,24.87541,24.46045,24.90731,25.07308,24.69619,108.5217,102.4088,108.196,9.01924,8.546839,8.990455
06/06/2023 21:15:00,21.84829,81.59223,2.136545,5.805,0.411,6.4,06/06/2023 23:11:00,198.537,24.85943,24.68861,24.92661,24.92665,24.87856,24.45439,24.91574,25.07359,24.70158,108.5424,102.5611,108.2731,9.020506,8.560509,8.995963
06/06/2023 21:10:00,21.86412,81.68543,2.141037,5.598,0.691,6.6,06/06/2023 23:08:00,183.2521,24.86179,24.69015,24.93157,24.93601,24.88927,24.45739,24.91571,25.07922,24.70733,108.5546,103.6845,108.3593,9.021269,8.653799,9.00217
06/06/2023 21:05:00,21.87384,81.8791,2.147473,5.207,0.316,5.7,06/06/2023 23:00:30,142.7789,24.8734,24.70397,24.94572,24.94668,24.89561,24.4569,24.91785,25.07661,24.71137,108.6559,103.6586,108.4554,9.027371,8.65171,9.009485
06/06/2023 21:00:00,21.86394,81.74995,2.142664,5.462,0.213,5.675,06/06/2023 23:00:00,163.735,24.87639,24.7066,24.94415,24.94751,24.89777,24.45951,24.9198,25.05286,24.71657,108.6913,104.3869,108.5149,9.029876,8.712079,9.013557
